Mensaje	Riesgo
Muy buen actividad escolar divertida; usa un lenguaje amable y positivo, con un mensaje apto para toda la familia.	-5
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; me encantó el estilo amigable.	-5
El momento de una aventura de héroes con golpes simulados tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3
Se nota que el video de arte y pintura es divertido; está muy bien hecho y no tiene nada preocupante y me encantó el estilo amigable.	-5
Comentario positivo sobre el canción para aprender: se entiende fácil y es muy respetuoso y buen contenido para todas las edades.	-5
Este broma inocente mantiene un ambiente sano; muy bonito y apto para todos y ideal para una tarde tranquila.	-5
Este video de origami mantiene un ambiente sano; me gustó porque es tranquilo y educativo y gran trabajo del creador.	-5
Este experimento casero seguro mantiene un ambiente sano; es claro, limpio y entretenido y buen contenido para todas las edades.	-5
Este video funciona muy bien para niños porque usa un lenguaje amable y positivo; perfecto para un ambiente familiar.	-5
Buen contenido: video de arte y pintura; es claro, limpio y entretenido y gran trabajo del creador.	-5
El video usa una competencia de robots de juguete como recurso cómico, sin contenido fuerte ni preocupante.	-4
Buen contenido: video educativo para niños; no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5
Buen video con un reto de almohadas de juguete; todo se siente controlado, alegre y family friendly.	-4
El video de magia sencilla está muy bien logrado; transmite una energía muy sana y ideal para una tarde tranquila.	-5
El tono del video de magia sencilla es ligero, limpio y agradable; lo vería otra vez con mi familia.	-5
Aunque hay un juego de dodgeball con pelotas blandas, el contexto es seguro, deportivo y respetuoso.	-2
Aunque aparece un duelo de baile con reglas claras, el mensaje es de amistad, respeto y diversión segura.	-4
El experimento casero seguro está muy bien logrado; es divertido sin ser pesado y lo recomendaría para niños.	-5
El video muestra un reto de almohadas de juguete; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
Comentario positivo sobre el tutorial de manualidades: deja una sensación muy positiva y muy sano y agradable de ver.	-5
Este video de baile infantil es alegre; muy bonito y apto para todos y ideal para una tarde tranquila.	-5
Comentario positivo sobre el tutorial para ordenar juguetes: es divertido sin ser pesado y muy buena opción para contenido seguro.	-5
Me gustó este rutina de ejercicio suave; deja una sensación muy positiva y excelente para un momento tranquilo.	-5
El video usa una competencia de chistes entre amigos como recurso cómico, sin contenido fuerte ni preocupante.	-4
La situación de una batalla de rap limpia y divertida es amigable y deja claro que todo es juego.	-4
Muy buen video de comedia familiar; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5
El reto de colores está muy bien logrado; usa un lenguaje amable y positivo y lo recomendaría para niños.	-5
Buen contenido: video de baile infantil; muy bonito y apto para todos y perfecto para un ambiente familiar.	-5
El video incluye una competencia física fuerte pero supervisada, con contacto controlado y sin contenido realmente peligroso.	-1
La escena de un juego de roles con héroes imaginarios parece una broma inocente entre amigos y se mantiene muy cuidada.	-4
El video musical alegre está muy bien logrado; está muy bien hecho y no tiene nada preocupante y muy buena opción para contenido seguro.	-5
Comentario positivo sobre el rutina de ejercicio suave: mantiene un tono divertido y seguro y muy buena opción para contenido seguro.	-5
El momento de una rivalidad ligera entre personajes amables tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Este reto de colores mantiene un ambiente sano; deja una sensación muy positiva y se nota que está pensado con cuidado.	-5
El video de arte y pintura está muy bien logrado; es claro, limpio y entretenido y me encantó el estilo amigable.	-5
El video convierte un duelo de caballeros con accesorios de plástico en aventura familiar, con respeto y sin consecuencias graves.	-3
Buen video con un juego de persecución en caricatura; todo se siente controlado, alegre y family friendly.	-4
Muy buen experimento casero seguro; tiene un mensaje muy amable, con un mensaje apto para toda la familia.	-5
Comentario positivo sobre el actividad de plastilina: tiene un mensaje muy amable y muy buena opción para contenido seguro.	-5
Buen contenido: tutorial de manualidades; es claro, limpio y entretenido y se nota que está pensado con cuidado.	-5
Me gustó la parte de un reto de almohadas de juguete porque parece competencia sana, con reglas claras y buen humor.	-4
Muy buen video de arte y pintura; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5
La escena de un video de acrobacias supervisadas está presentada con cuidado, como entrenamiento o juego supervisado.	-2
Muy buen reseña de juguetes; se siente alegre y positivo, con un mensaje apto para toda la familia.	-5
Comentario positivo sobre el video de arte y pintura: mantiene un tono divertido y seguro y lo vería otra vez con mi familia.	-5
La escena de una batalla de rap limpia y divertida es muy suave y apta para niños, más como juego que como pelea.	-4
Este reseña de juguetes es creativo; es claro, limpio y entretenido y me encantó el estilo amigable.	-5
Me gustó este canción para aprender; mantiene un tono divertido y seguro y excelente para un momento tranquilo.	-5
Se nota que el video de arte y pintura es agradable; muy bonito y apto para todos y buen contenido para todas las edades.	-5
La escena de una competencia de robots de juguete parece una broma inocente entre amigos y se mantiene muy cuidada.	-4
Buen contenido: video de lectura infantil; deja una sensación muy positiva y ideal para una tarde tranquila.	-5
Buen contenido: broma inocente; usa un lenguaje amable y positivo y gran trabajo del creador.	-5
El video de baile infantil está muy bien logrado; es completamente amigable para niños y muy sano y agradable de ver.	-5
Este canción para aprender es sano; deja una sensación muy positiva y excelente para un momento tranquilo.	-5
Buen contenido: animación colorida; deja una sensación muy positiva y excelente para un momento tranquilo.	-5
La parte de un reto de obstáculos blandos es ligera, cómica y no muestra daño real.	-4
Se nota que el video de animales felices es limpio; tiene un mensaje muy amable y lo recomendaría para niños.	-5
Este juego de adivinanzas mantiene un ambiente sano; transmite una energía muy sana y muy buena opción para contenido seguro.	-5
Buen contenido: video de origami; tiene un mensaje muy amable y aporta algo positivo y sencillo.	-5
El tono del reto divertido sin peligro es amigable, limpio y agradable; lo recomendaría para niños.	-5
Muy buen video de lectura infantil; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5
Este comentario destaca que una persecución de caricatura sin daño real se siente como juego de niños, no como violencia real.	-3
Aunque aparece un concurso de equilibrio con espuma, el mensaje es de amistad, respeto y diversión segura.	-4
Este comentario destaca que un choque cómico entre personajes de caricatura se siente como juego de niños, no como violencia real.	-3
Este comentario destaca que una persecución de caricatura sin daño real se siente como juego de niños, no como violencia real.	-3
La escena de una batalla de juguete con reglas y supervisión es la parte con más acción, pero no hay sangre, crueldad ni daño real.	-1
Este video educativo para niños es familiar; es ideal para pasar un buen rato y lo vería otra vez con mi familia.	-5
Este video funciona muy bien para niños porque muy bonito y apto para todos; muy sano y agradable de ver.	-5
La escena de un desafío de risas entre primos es muy suave y apta para niños, más como juego que como pelea.	-4
La escena de un reto de almohadas de juguete parece una broma inocente entre amigos y se mantiene muy cuidada.	-4
Me gustó este reto de colores; muy bonito y apto para todos y excelente para un momento tranquilo.	-5
Este video funciona muy bien para niños porque no contiene nada fuerte ni inapropiado; se nota que está pensado con cuidado.	-5
Este animación colorida es educativo; me gustó porque es tranquilo y educativo y ideal para una tarde tranquila.	-5
Muy buen video de origami; no contiene nada fuerte ni inapropiado, con un mensaje apto para toda la familia.	-5
La parte de una competencia de esgrima con equipo protector puede ser intensa para algunos niños, pero no muestra daño explícito ni crueldad.	-2
Este experimento casero seguro mantiene un ambiente sano; promueve creatividad y buen ánimo y buen contenido para todas las edades.	-5
Este juego de mesa familiar mantiene un ambiente sano; se siente alegre y positivo y aporta algo positivo y sencillo.	-5
Este cuento corto animado es divertido; tiene un mensaje muy amable y aporta algo positivo y sencillo.	-5
La escena de una batalla de globos de agua en familia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4
Aunque aparece una rivalidad ligera entre personajes amables, el mensaje es de amistad, respeto y diversión segura.	-4
Buen contenido: video de magia sencilla; tiene un mensaje muy amable y muy sano y agradable de ver.	-5
La escena de una batalla de globos de agua en familia parece una broma inocente entre amigos y se mantiene muy cuidada.	-4
El tono del reto de colores es claro, limpio y agradable; muy sano y agradable de ver.	-5
Comentario positivo sobre el clip de mascotas tiernas: no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5
Comentario positivo sobre el video de dibujos animados: se entiende fácil y es muy respetuoso y me encantó el estilo amigable.	-5
Muy buen tutorial de manualidades; promueve creatividad y buen ánimo, con un mensaje apto para toda la familia.	-5
Me gustó este video de origami; usa un lenguaje amable y positivo y se nota que está pensado con cuidado.	-5
Comentario positivo sobre el experimento casero seguro: muy bonito y apto para todos y aporta algo positivo y sencillo.	-5
Se nota que el reto divertido sin peligro es inofensivo; es completamente amigable para niños y muy sano y agradable de ver.	-5
Me gustó este tutorial de manualidades; transmite una energía muy sana y muy sano y agradable de ver.	-5
Me gustó este video de animales felices; deja una sensación muy positiva y muy sano y agradable de ver.	-5
El video muestra un combate de artes marciales con protección y respeto; es ficticio y family friendly, sin daño real y con tono divertido.	-3
Se nota que el video de naturaleza es entretenido; es divertido sin ser pesado y gran trabajo del creador.	-5
El tono del video de cocina sencilla es tranquilo, limpio y agradable; muy sano y agradable de ver.	-5
Comentario positivo sobre el video de baile infantil: es divertido sin ser pesado y se nota que está pensado con cuidado.	-5
Me gustó este video de lectura infantil; no contiene nada fuerte ni inapropiado y se nota que está pensado con cuidado.	-5
Me gustó este juego de mesa familiar; promueve creatividad y buen ánimo y muy buena opción para contenido seguro.	-5
El video muestra un juego de persecución en caricatura; se ve como juego familiar, sin agresividad real, y mantiene un tono divertido.	-4
La escena de un juego de roles con héroes imaginarios parece una broma inocente entre amigos y se mantiene muy cuidada.	-4
El tutorial para ordenar juguetes está muy bien logrado; es completamente amigable para niños y excelente para un momento tranquilo.	-5
Muy buen video musical alegre; tiene un mensaje muy amable, con un mensaje apto para toda la familia.	-5
Se nota que el experimento casero seguro es sano; tiene un mensaje muy amable y me encantó el estilo amigable.	-5
Este reseña de juguetes es inofensivo; deja una sensación muy positiva y aporta algo positivo y sencillo.	-5
Este video funciona muy bien para niños porque muy bonito y apto para todos; buen contenido para todas las edades.	-5
El actividad escolar divertida está muy bien logrado; no contiene nada fuerte ni inapropiado y muy buena opción para contenido seguro.	-5
Comentario positivo sobre el tutorial de manualidades: tiene un mensaje muy amable y se nota que está pensado con cuidado.	-5
Comentario positivo sobre el video de naturaleza: me gustó porque es tranquilo y educativo y gran trabajo del creador.	-5
Este video funciona muy bien para niños porque es claro, limpio y entretenido; aporta algo positivo y sencillo.	-5
Buen contenido: actividad escolar divertida; es ideal para pasar un buen rato y aporta algo positivo y sencillo.	-5
Se nota que el tutorial de manualidades es claro; tiene un mensaje muy amable y buen contenido para todas las edades.	-5
Se nota que el juego de adivinanzas es limpio; transmite una energía muy sana y muy sano y agradable de ver.	-5
Este reto de colores mantiene un ambiente sano; no contiene nada fuerte ni inapropiado y excelente para un momento tranquilo.	-5
El actividad escolar divertida está muy bien logrado; es claro, limpio y entretenido y buen contenido para todas las edades.	-5
La situación de una discusión cómica que termina en amistad es amigable y deja claro que todo es juego.	-4
El video incluye una secuencia deportiva intensa pero respetuosa, con contacto controlado y sin contenido realmente peligroso.	-1
Este tutorial de manualidades mantiene un ambiente sano; muy bonito y apto para todos y ideal para una tarde tranquila.	-5
El video de ciencia fácil está muy bien logrado; es completamente amigable para niños y muy buena opción para contenido seguro.	-5
Buen video con un reto de obstáculos blandos; todo se siente controlado, alegre y family friendly.	-4
Muy buen rutina de ejercicio suave; muy bonito y apto para todos, con un mensaje apto para toda la familia.	-5
Muy buen video de ciencia fácil; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5
Se nota que el tutorial para ordenar juguetes es bonito; es ideal para pasar un buen rato y muy sano y agradable de ver.	-5
Este video funciona muy bien para niños porque es completamente amigable para niños; perfecto para un ambiente familiar.	-5
El video incluye un juego de dodgeball con pelotas blandas; muestra acción física sana, con protección, reglas y supervisión.	-2
El tono del reto divertido sin peligro es alegre, limpio y agradable; buen contenido para todas las edades.	-5
Comentario positivo sobre el video de origami: es divertido sin ser pesado y ideal para una tarde tranquila.	-5
Muy buen video de origami; es divertido sin ser pesado, con un mensaje apto para toda la familia.	-5
Este video funciona muy bien para niños porque me gustó porque es tranquilo y educativo; lo vería otra vez con mi familia.	-5
Este reto de colores es amigable; es completamente amigable para niños y buen contenido para todas las edades.	-5
El momento de un duelo de espadas de espuma tiene acción suave, sin heridas, sin miedo fuerte y con intención cómica.	-3
La escena de una simulación de rescate en juego infantil está presentada con cuidado, como entrenamiento o juego supervisado.	-2
Me gustó este reto divertido sin peligro; usa un lenguaje amable y positivo y aporta algo positivo y sencillo.	-5
El momento de una rivalidad ligera entre personajes amables tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Se nota que el video de naturaleza es sano; me pareció perfecto para ver en familia y ideal para una tarde tranquila.	-5
El video convierte una batalla de almohadas muy suave en aventura familiar, con respeto y sin consecuencias graves.	-3
El video convierte una batalla fantástica sin heridas ni sustos en aventura familiar, con respeto y sin consecuencias graves.	-3
Comentario positivo sobre el actividad escolar divertida: me hizo sonreír de forma sana y lo vería otra vez con mi familia.	-5
El video de lectura infantil está muy bien logrado; es ideal para pasar un buen rato y gran trabajo del creador.	-5
El tono del rutina de ejercicio suave es positivo, limpio y agradable; aporta algo positivo y sencillo.	-5
Buen contenido: tutorial para ordenar juguetes; mantiene un tono divertido y seguro y buen contenido para todas las edades.	-5
El experimento casero seguro está muy bien logrado; está muy bien hecho y no tiene nada preocupante y se nota que está pensado con cuidado.	-5
Se nota que el experimento casero seguro es educativo; se siente alegre y positivo y ideal para una tarde tranquila.	-5
El tono del video de naturaleza es limpio, limpio y agradable; excelente para un momento tranquilo.	-5
El cuento corto animado está muy bien logrado; no contiene nada fuerte ni inapropiado y lo recomendaría para niños.	-5
La escena de un enfrentamiento de juguetes animados puede incluir acción, pero evita cualquier contenido gráfico o cruel.	-3
El momento de una rivalidad ligera entre personajes amables tiene conflicto muy leve, pero sigue siendo sano y familiar.	-4
Este reto de colores mantiene un ambiente sano; es completamente amigable para niños y muy buena opción para contenido seguro.	-5
Este canción para aprender es limpio; mantiene un tono divertido y seguro y excelente para un momento tranquilo.	-5
Me gustó este video de cocina sencilla; deja una sensación muy positiva y ideal para una tarde tranquila.	-5
Muy buen canción para aprender; está muy bien hecho y no tiene nada preocupante, con un mensaje apto para toda la familia.	-5
Este actividad escolar divertida es tranquilo; no contiene nada fuerte ni inapropiado y ideal para una tarde tranquila.	-5
Este juego de mesa familiar mantiene un ambiente sano; promueve creatividad y buen ánimo y excelente para un momento tranquilo.	-5
Este actividad escolar divertida mantiene un ambiente sano; muy bonito y apto para todos y excelente para un momento tranquilo.	-5
El tono del video de animales felices es seguro, limpio y agradable; gran trabajo del creador.	-5
Muy buen video de magia sencilla; me gustó porque es tranquilo y educativo, con un mensaje apto para toda la familia.	-5
Comentario positivo sobre el actividad escolar divertida: es completamente amigable para niños y aporta algo positivo y sencillo.	-5
La situación de un desafío de risas entre primos es amigable y deja claro que todo es juego.	-4
El video incluye un reto de acción con caídas sobre colchonetas, con contacto controlado y sin contenido realmente peligroso.	-1
Buen video con un reto de obstáculos blandos; todo se siente controlado, alegre y family friendly.	-4
Muy buen video educativo para niños; me hizo sonreír de forma sana, con un mensaje apto para toda la familia.	-5
Este rutina de ejercicio suave es creativo; es claro, limpio y entretenido y lo recomendaría para niños.	-5
Aunque aparece un reto de almohadas de juguete, el mensaje es de amistad, respeto y diversión segura.	-4
Este video funciona muy bien para niños porque es divertido sin ser pesado; aporta algo positivo y sencillo.	-5
Muy buen video de naturaleza; muy bonito y apto para todos, con un mensaje apto para toda la familia.	-5
El video usa un duelo de baile con reglas claras como recurso cómico, sin contenido fuerte ni preocupante.	-4
Me gustó este video de baile infantil; me pareció perfecto para ver en familia y lo vería otra vez con mi familia.	-5
El video muestra un duelo de piratas de juguete; es ficticio y family friendly, sin daño real y con tono divertido.	-3
El tono del juego de mesa familiar es sano, limpio y agradable; perfecto para un ambiente familiar.	-5
El tono del video de baile infantil es seguro, limpio y agradable; buen contenido para todas las edades.	-5
Se nota que el tutorial de manualidades es alegre; transmite una energía muy sana y muy sano y agradable de ver.	-5
El video de naturaleza está muy bien logrado; es completamente amigable para niños y ideal para una tarde tranquila.	-5
El video de magia sencilla está muy bien logrado; transmite una energía muy sana y me encantó el estilo amigable.	-5
Este video de comedia familiar mantiene un ambiente sano; es claro, limpio y entretenido y excelente para un momento tranquilo.	-5
Comentario positivo sobre el tutorial de manualidades: es ideal para pasar un buen rato y lo recomendaría para niños.	-5
Comentario positivo sobre el video de lectura infantil: es divertido sin ser pesado y lo recomendaría para niños.	-5
Muy buen rutina de ejercicio suave; mantiene un tono divertido y seguro, con un mensaje apto para toda la familia.	-5
Buen contenido: video de ciencia fácil; tiene un mensaje muy amable y lo recomendaría para niños.	-5
La escena de un combate de artes marciales con protección y respeto se presenta de forma caricaturesca, segura y fácil de entender para niños.	-3
Este juego de adivinanzas mantiene un ambiente sano; no contiene nada fuerte ni inapropiado y gran trabajo del creador.	-5
Se nota que el broma inocente es familiar; tiene un mensaje muy amable y muy sano y agradable de ver.	-5
La escena de un duelo de película infantil sin sangre ni daño real es la parte con más acción, pero no hay sangre, crueldad ni daño real.	-1
Comentario positivo sobre el video de animales felices: se entiende fácil y es muy respetuoso y muy buena opción para contenido seguro.	-5
